id,scheduled_at,platform,song,imagery,imagery_url,clip_url,text,drafts,reply_text,x_media_key,media_key,approved,execution_mode,post_type,desired_privacy
FP-PLAN-TWELVE-DOLLARS-YOUTUBE-COMMUNITY,2026-06-24T18:30:00-04:00,YouTube,Twelve Dollars,Twelve Dollars promo coverage,https://www.lilyroo.com/assets/albums/twelve-dollars/art/04-twelve-dollars.jpg,https://www.lilyroo.com/assets/media/twelve-dollars-youtube-remaster-public.mp4,Twelve Dollars is part of the Lily Roo archive now. The remastered version is up.,"New album transmission: Twelve Dollars. Remastered videos, updated art, full playlist live now.||A small amount of money, a large amount of stage light. Full signal on YouTube.||Twelve Dollars is part of the Lily Roo archive now. The remastered version is up.",Full playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-video,no,auto,video,public
FP-PLAN-TWELVE-DOLLARS-INSTAGRAM,2026-06-25T10:00:00+08:00,Instagram,Twelve Dollars,Twelve Dollars promo coverage,https://www.lilyroo.com/assets/albums/twelve-dollars/art/04-twelve-dollars.jpg,,Twelve Dollars is part of the Lily Roo archive now. The remastered version is up.,"Twelve Dollars is live on YouTube: stage lights, scattered bills, impossible shoes, and one very stubborn little signal.||A small amount of money, a large amount of stage light. Full signal on YouTube.||Twelve Dollars is part of the Lily Roo archive now. The remastered version is up.",Full playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-cover,no,auto,image,
FP-WIN-ANALOG-MYTH-FACEBOOK-RELEASE-ART-IMAGE-STORY-HOOK,2026-06-25T11:20:00-04:00,Facebook,Analog Myth,Analog Myth winner-format follow-up,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,Analog Myth is part of the Lily Roo archive now. The remastered version is up.,"Analog Myth is part of the Lily Roo archive now. The remastered version is up.||Analog Myth is live on YouTube now, with remastered videos and the album order finally lined up the way the transmission wants it.||Time broke, so Lily Roo made an album out of the pieces. The archive version is live now.",Full playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXUJlhtullPqTPWQdTcS1fy0,,analog-myth-cover,yes,auto,image,
FP-PLAN-ANALOG-MYTH-YOUTUBE-COMMUNITY,2026-06-25T18:30:00-04:00,YouTube,Analog Myth,Analog Myth promo coverage,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,https://www.lilyroo.com/assets/media/analog-myth-youtube-remaster-public.mp4,Analog Myth is part of the Lily Roo archive now. The remastered version is up.,"Analog Myth transmission is live: 13, Girls Camp, Analog Myth, Spilling the Tea, No Mortgage, Guards Down, Slow Walk, The Power of Light.||Time broke, so Lily Roo made an album out of the pieces. Full signal on YouTube.||Analog Myth is part of the Lily Roo archive now. The remastered version is up.",Full playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXUJlhtullPqTPWQdTcS1fy0,,analog-myth-video,yes,auto,video,public
FP-PLAN-TWELVE-DOLLARS-X,2026-06-26T10:00:00+08:00,X,Twelve Dollars,Twelve Dollars promo coverage,https://www.lilyroo.com/assets/albums/twelve-dollars/art/04-twelve-dollars.jpg,,Twelve Dollars is part of the Lily Roo archive now. The remastered version is up.,"Twelve Dollars is the part where the stage gets too bright and the joke gets honest. Full album playlist is live.||A small amount of money, a large amount of stage light. Full signal on YouTube.||Twelve Dollars is part of the Lily Roo archive now. The remastered version is up.",Full playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-cover,no,auto,image,
FP-STORY-TWELVE-DOLLARS-X-ARCHIVE-CTA,2026-06-26T10:15:00-04:00,X,Twelve Dollars,,,,"A small amount of money, a large amount of stage light. The archive version is live now.","A small amount of money, a large amount of stage light. The archive version is live now.||Twelve Dollars is the part where the stage gets too bright and the joke gets honest. Full album playlist is live. Full remastered playlist is live.||Twelve Dollars is part of the Lily Roo archive now. The remastered version is up.",Full playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,,no,auto,text,
FP-SHORT-TWELVE-DOLLARS-YOUTUBE-SHORTS-CTA,2026-06-27T18:30:00+08:00,YouTube,Twelve Dollars,Twelve Dollars Shorts CTA,https://www.lilyroo.com/assets/albums/twelve-dollars/art/04-twelve-dollars.jpg,https://www.lilyroo.com/assets/media/twelve-dollars-youtube-remaster-public.mp4,"Twelve Dollars, remastered and refusing to leave the stage. Full Lily Roo playlist is live. #Shorts","Twelve Dollars, remastered and refusing to leave the stage. Full Lily Roo playlist is live. #Shorts||A small amount of money, a large amount of stage light, and one archive signal burning under the stage light. #Shorts||Twelve Dollars is live in the Lily Roo archive. The remastered version is up. #Shorts",Full playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-video,no,auto,video,public
FP-STORY-TWELVE-DOLLARS-FACEBOOK-ARCHIVE-CTA,2026-06-27T11:20:00-04:00,Facebook,Twelve Dollars,,,,"A small amount of money, a large amount of stage light. The archive version is live now.","A small amount of money, a large amount of stage light. The archive version is live now.||Twelve Dollars is live in the Lily Roo archive. The remastered videos are up, the playlist is public, and the stage finally has the right kind of trouble on it. Full remastered playlist is live.||Twelve Dollars is part of the Lily Roo archive now. The remastered version is up.",Full playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,,no,auto,text,
FP-AUTO-266,2026-06-27T21:15:00-04:00,X,Brain Rot,Brain Rot daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/01-brain-rot-youtube-thumbnail.jpg,,The phone is melting politely. Brain Rot is tonight's Twelve Dollars signal. Watch the remastered video. Full Twelve Dollars playlist is live.,The phone is melting politely. Brain Rot is tonight's Twelve Dollars signal. Watch the remastered video. Full Twelve Dollars playlist is live.||Brain Rot gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: Brain Rot. The full remaster is live in the archive.,Watch Brain Rot: https://youtu.be/U7aczBSruAY | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-brain-rot-cover,no,auto,image,
FP-AUTO-267,2026-06-27T21:35:00-04:00,Instagram,Brain Rot,Brain Rot daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/01-brain-rot-youtube-thumbnail.jpg,,The phone is melting politely. Brain Rot is tonight's Twelve Dollars signal. Watch the remastered video. Full Twelve Dollars playlist is live.,The phone is melting politely. Brain Rot is tonight's Twelve Dollars signal. Watch the remastered video. Full Twelve Dollars playlist is live.||Brain Rot gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: Brain Rot. The full remaster is live in the archive.,Watch Brain Rot: https://youtu.be/U7aczBSruAY | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-brain-rot-cover,no,auto,image,
FP-AUTO-268,2026-06-27T21:55:00-04:00,Facebook,Brain Rot,Brain Rot daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/01-brain-rot-youtube-thumbnail.jpg,,The phone is melting politely. Brain Rot is tonight's Twelve Dollars signal. Watch the remastered video. Full Twelve Dollars playlist is live.,The phone is melting politely. Brain Rot is tonight's Twelve Dollars signal. Watch the remastered video. Full Twelve Dollars playlist is live.||Brain Rot gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: Brain Rot. The full remaster is live in the archive.,Watch Brain Rot: https://youtu.be/U7aczBSruAY | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-brain-rot-cover,no,auto,image,
FP-AUTO-265,2026-06-28T10:00:00+08:00,Facebook,I Learned It All in Fifteen Seconds,Launch week archive spotlight,https://www.lilyroo.com/assets/albums/i-learned-it-all-in-fifteen-seconds/art/01-i-learned-it-all-in-fifteen-seconds.jpg,,"If I Learned It All in Fifteen Seconds found you, the first single is streaming now. Tiny room, sharp signal.","If I Learned It All in Fifteen Seconds found you, the first single is streaming now. Tiny room, sharp signal.||First Lily Roo single is live now. The cover art is remastered, the feelings are not, and the tiny room has sharper evidence.||The first single is streaming, with remastered cover art and small-room voltage.",Stream: https://open.spotify.com/album/5TBsbgE68DTPlAFsPsLEhi | Apple Music: https://music.apple.com/us/album/i-learned-it-all-in-fifteen-seconds-single/6768918249 | YouTube: https://www.youtube.com/@lilyroo.artist | YouTube Music: https://music.youtube.com/watch?v=vK0mDIW65o4,,i-learned-cover,no,auto,image,
FP-AUTO-269,2026-06-27T22:15:00-04:00,TikTok,Brain Rot,Brain Rot daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/01-brain-rot-youtube-thumbnail.jpg,https://www.lilyroo.com/assets/albums/twelve-dollars/video/01-brain-rot-youtube-remaster.mp4,The phone is melting politely. Brain Rot is tonight's Twelve Dollars signal. Watch the remastered video. Full Twelve Dollars playlist is live.,The phone is melting politely. Brain Rot is tonight's Twelve Dollars signal. Watch the remastered video. Full Twelve Dollars playlist is live.||Brain Rot gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: Brain Rot. The full remaster is live in the archive.,Watch Brain Rot: https://youtu.be/U7aczBSruAY | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-brain-rot-video,no,auto,video,PUBLIC_TO_EVERYONE
FP-SHORT-ANALOG-MYTH-YOUTUBE-SHORTS-CTA,2026-06-28T18:30:00+08:00,YouTube,Analog Myth,Analog Myth Shorts CTA,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,https://www.lilyroo.com/assets/media/analog-myth-youtube-remaster-public.mp4,"Analog Myth, remastered for anyone who likes time travel with receipts. Full Lily Roo playlist is live. #Shorts","Analog Myth, remastered for anyone who likes time travel with receipts. Full Lily Roo playlist is live. #Shorts||Time broke, so Lily Roo made an album out of the pieces. Watch the remaster and the remastered version is up. #Shorts||Analog Myth is live in the Lily Roo archive. The clock is lying politely. The playlist is not. #Shorts",Full playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXUJlhtullPqTPWQdTcS1fy0,,analog-myth-video,yes,auto,video,public
FP-STORY-ANALOG-MYTH-X-ARCHIVE-CTA,2026-06-28T10:15:00-04:00,X,Analog Myth,,,,"Time broke, so Lily Roo made an album out of the pieces. The archive version is live now.","Time broke, so Lily Roo made an album out of the pieces. The archive version is live now.||Analog Myth is the clock lying politely while the songs keep receipts. Full remastered playlist is live. Full remastered playlist is live.||Analog Myth is part of the Lily Roo archive now. The remastered version is up.",Full playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXUJlhtullPqTPWQdTcS1fy0,,,yes,auto,text,
FP-AUTO-271,2026-06-28T21:15:00-04:00,X,Every Pearl in Carmel,Every Pearl in Carmel daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/02-every-pearl-in-carmel-youtube-thumbnail.jpg,,Every Pearl in Carmel is the pretty souvenir that still knows what it cost. Watch the remastered video. Full Twelve Dollars playlist is live.,Every Pearl in Carmel is the pretty souvenir that still knows what it cost. Watch the remastered video. Full Twelve Dollars playlist is live.||Every Pearl in Carmel gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: Every Pearl in Carmel. The full remaster is live in the archive.,Watch Every Pearl in Carmel: https://youtu.be/QodRYnvTVZc | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-every-pearl-in-carmel-cover,no,auto,image,
FP-AUTO-272,2026-06-28T21:35:00-04:00,Instagram,Every Pearl in Carmel,Every Pearl in Carmel daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/02-every-pearl-in-carmel-youtube-thumbnail.jpg,,Every Pearl in Carmel is the pretty souvenir that still knows what it cost. Watch the remastered video. Full Twelve Dollars playlist is live.,Every Pearl in Carmel is the pretty souvenir that still knows what it cost. Watch the remastered video. Full Twelve Dollars playlist is live.||Every Pearl in Carmel gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: Every Pearl in Carmel. The full remaster is live in the archive.,Watch Every Pearl in Carmel: https://youtu.be/QodRYnvTVZc | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-every-pearl-in-carmel-cover,no,auto,image,
FP-AUTO-273,2026-06-28T21:55:00-04:00,Facebook,Every Pearl in Carmel,Every Pearl in Carmel daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/02-every-pearl-in-carmel-youtube-thumbnail.jpg,,Every Pearl in Carmel is the pretty souvenir that still knows what it cost. Watch the remastered video. Full Twelve Dollars playlist is live.,Every Pearl in Carmel is the pretty souvenir that still knows what it cost. Watch the remastered video. Full Twelve Dollars playlist is live.||Every Pearl in Carmel gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: Every Pearl in Carmel. The full remaster is live in the archive.,Watch Every Pearl in Carmel: https://youtu.be/QodRYnvTVZc | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-every-pearl-in-carmel-cover,no,auto,image,
FP-AUTO-274,2026-06-28T22:15:00-04:00,TikTok,Every Pearl in Carmel,Every Pearl in Carmel daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/02-every-pearl-in-carmel-youtube-thumbnail.jpg,https://www.lilyroo.com/assets/albums/twelve-dollars/video/02-every-pearl-in-carmel-youtube-remaster.mp4,Every Pearl in Carmel is the pretty souvenir that still knows what it cost. Watch the remastered video. Full Twelve Dollars playlist is live.,Every Pearl in Carmel is the pretty souvenir that still knows what it cost. Watch the remastered video. Full Twelve Dollars playlist is live.||Every Pearl in Carmel gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: Every Pearl in Carmel. The full remaster is live in the archive.,Watch Every Pearl in Carmel: https://youtu.be/QodRYnvTVZc | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-every-pearl-in-carmel-video,no,auto,video,PUBLIC_TO_EVERYONE
FP-STORY-ANALOG-MYTH-FACEBOOK-ARCHIVE-CTA,2026-06-29T11:20:00-04:00,Facebook,Analog Myth,,,,"Time broke, so Lily Roo made an album out of the pieces. The archive version is live now.","Time broke, so Lily Roo made an album out of the pieces. The archive version is live now.||Analog Myth is live on YouTube now, with remastered videos and the album order finally lined up the way the transmission wants it. Full remastered playlist is live.||Analog Myth is part of the Lily Roo archive now. The remastered version is up.",Full playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXUJlhtullPqTPWQdTcS1fy0,,,yes,auto,text,
FP-AUTO-276,2026-06-29T21:15:00-04:00,X,The Other One's Charging,The Other One's Charging daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/03-the-other-ones-charging-youtube-thumbnail.jpg,,The Other One's Charging is domestic chaos with a battery icon. Watch the remastered video. Full Twelve Dollars playlist is live.,The Other One's Charging is domestic chaos with a battery icon. Watch the remastered video. Full Twelve Dollars playlist is live.||The Other One's Charging gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: The Other One's Charging. The full remaster is live in the archive.,Watch The Other One's Charging: https://youtu.be/EprgLKHp-lE | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-the-other-ones-charging-cover,no,auto,image,
FP-AUTO-277,2026-06-29T21:35:00-04:00,Instagram,The Other One's Charging,The Other One's Charging daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/03-the-other-ones-charging-youtube-thumbnail.jpg,,The Other One's Charging is domestic chaos with a battery icon. Watch the remastered video. Full Twelve Dollars playlist is live.,The Other One's Charging is domestic chaos with a battery icon. Watch the remastered video. Full Twelve Dollars playlist is live.||The Other One's Charging gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: The Other One's Charging. The full remaster is live in the archive.,Watch The Other One's Charging: https://youtu.be/EprgLKHp-lE | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-the-other-ones-charging-cover,no,auto,image,
FP-AUTO-278,2026-06-29T21:55:00-04:00,Facebook,The Other One's Charging,The Other One's Charging daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/03-the-other-ones-charging-youtube-thumbnail.jpg,,The Other One's Charging is domestic chaos with a battery icon. Watch the remastered video. Full Twelve Dollars playlist is live.,The Other One's Charging is domestic chaos with a battery icon. Watch the remastered video. Full Twelve Dollars playlist is live.||The Other One's Charging gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: The Other One's Charging. The full remaster is live in the archive.,Watch The Other One's Charging: https://youtu.be/EprgLKHp-lE | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-the-other-ones-charging-cover,no,auto,image,
FP-AUTO-279,2026-06-29T22:15:00-04:00,TikTok,The Other One's Charging,The Other One's Charging daily Twelve Dollars spotlight,https://www.lilyroo.com/assets/albums/twelve-dollars/art/03-the-other-ones-charging-youtube-thumbnail.jpg,https://www.lilyroo.com/assets/albums/twelve-dollars/video/03-the-other-ones-charging-youtube-remaster.mp4,The Other One's Charging is domestic chaos with a battery icon. Watch the remastered video. Full Twelve Dollars playlist is live.,The Other One's Charging is domestic chaos with a battery icon. Watch the remastered video. Full Twelve Dollars playlist is live.||The Other One's Charging gets the Twelve Dollars spotlight today. Full remaster is live on YouTube.||One song before Analog Myth lands: The Other One's Charging. The full remaster is live in the archive.,Watch The Other One's Charging: https://youtu.be/EprgLKHp-lE | Full Twelve Dollars playlist: https://www.youtube.com/playlist?list=PLit3sD3SUfXVOB41L0JEae6LNTZtrg58n,,twelve-dollars-the-other-ones-charging-video,no,auto,video,PUBLIC_TO_EVERYONE
FP-STORY-I-LEARNED-IT-ALL-IN-FIFTEEN-SECONDS-X-ARCHIVE-CTA,2026-06-30T10:15:00-04:00,X,I Learned It All in Fifteen Seconds,,,,I Learned It All in Fifteen Seconds is live in the Lily Roo archive. The archive version is live now.,I Learned It All in Fifteen Seconds is live in the Lily Roo archive. The archive version is live now.||I Learned It All in Fifteen Seconds is live in the Lily Roo archive. Full remastered playlist is live.||I Learned It All in Fifteen Seconds is part of the Lily Roo archive now. The remastered version is up.,Stream: https://open.spotify.com/album/4Al5eYOqGFMKEES5fDWIfI,,,no,auto,text,
